Query	Chromosome	Start	End	Score
OB792727.1	JAILWY010000010.1	13001051	13001078	52.8
OB792685.1	JAILWY010000027.1	175174	175578	274.0
OB792685.1	JAILWY010000001.1	4128928	4129324	248.0
OB792685.1	JAILWY010000001.1	1864613	1864843	126.0
OB792685.1	JAILWY010000001.1	8459752	8460019	124.0
OB792685.1	JAILWY010000012.1	2412189	2412429	222.0
OB792685.1	JAILWY010000012.1	7911727	7911900	115.0
OB792685.1	JAILWY010000018.1	6820456	6820726	172.0
OB792685.1	JAILWY010000018.1	9816496	9816747	158.0
OB792685.1	JAILWY010000021.1	2071175	2071429	158.0
OB792685.1	JAILWY010000021.1	5869890	5870098	100.0
OB792685.1	JAILWY010000021.1	9781371	9781601	99.0
OB792685.1	JAILWY010000023.1	14117700	14117965	122.0
OB792685.1	JAILWY010000026.1	10798180	10798391	110.0
OB792685.1	JAILWY010000026.1	11424414	11424660	108.0
OB792685.1	JAILWY010000026.1	12941703	12941794	104.0
OB792685.1	JAILWY010000026.1	7216715	7216836	99.0
OB792685.1	JAILWY010000009.1	5042990	5043096	110.0
OB792685.1	JAILWY010000004.1	10820059	10820290	110.0
OB792685.1	JAILWY010000025.1	3676306	3676453	100.0
OB792679.1	JAILWY010000014.1	10987280	10987435	187.0
OB792679.1	JAILWY010000002.1	5052778	5052933	187.0
OB792679.1	JAILWY010000023.1	12458919	12459074	182.0
OB792679.1	JAILWY010000011.1	1316281	1316436	182.0
OB792679.1	JAILWY010000003.1	1115900	1116055	176.0
OB792679.1	JAILWY010000003.1	14078938	14079760	52.8
OB792679.1	JAILWY010000025.1	8741080	8741112	56.5
OB792679.1	JAILWY010000025.1	8740914	8741884	52.8
OB792679.1	JAILWY010000012.1	18505186	18505217	54.7
OB792679.1	JAILWY010000012.1	18505193	18506881	52.8
OB792679.1	JAILWY010000024.1	8956482	8957304	52.8
OB792679.1	JAILWY010000015.1	76	10386762	52.8
OB792639.1	JAILWY010000009.1	13072857	13072948	141.0
OB792639.1	JAILWY010000009.1	12945167	13062667	134.0
OB792639.1	JAILWY010000009.1	12944826	13047328	132.0
OB792639.1	JAILWY010000012.1	6790246	6790329	139.0
OB792639.1	JAILWY010000014.1	7712947	7713028	135.0
OB792639.1	JAILWY010000002.1	3868616	3868698	135.0
OB792639.1	JAILWY010000002.1	1667417	1667487	76.8
OB792639.1	JAILWY010000016.1	691324	691411	134.0
OB792639.1	JAILWY010000016.1	737573	737646	132.0
OB792639.1	JAILWY010000026.1	6583605	6583678	121.0
OB792639.1	JAILWY010000026.1	2133892	2133966	104.0
OB792639.1	JAILWY010000022.1	335308	335350	56.5
OB792639.1	JAILWY010000011.1	1577807	1577834	52.8
OE002375.1	JAILWY010000030.1	1308064	1308177	128.0
OE002375.1	JAILWY010000013.1	15508834	15509051	108.0
OE002375.1	JAILWY010000026.1	6341077	6341206	102.0
OE002375.1	JAILWY010000004.1	3345332	3345372	71.3
OE002375.1	JAILWY010000014.1	1600737	1600779	63.9
OE002348.1	JAILWY010000012.1	11783625	11783652	52.8
OE005291.1	JAILWY010000025.1	3809542	3809570	54.7
OE002323.1	JAILWY010000014.1	8996507	8996583	82.4
OE002810.1	JAILWY010000023.1	7596023	7596160	128.0
OE002810.1	JAILWY010000023.1	7591450	7591484	54.7
OE002086.1	JAILWY010000021.1	188562	188591	56.5
OE001191.1	JAILWY010000009.1	18486091	18486120	56.5
OE001191.1	JAILWY010000021.1	4080580	4080607	52.8
OE001186.1	JAILWY010000026.1	9337775	9337875	132.0
OE000918.1	JAILWY010000003.1	4049725	4049752	52.8
OE000784.1	JAILWY010000006.1	5542659	5542730	134.0
OE000784.1	JAILWY010000006.1	6095840	6095911	128.0
OE000784.1	JAILWY010000006.1	4965605	4965677	119.0
OE000784.1	JAILWY010000006.1	5530307	5620124	117.0
OE000784.1	JAILWY010000007.1	6482245	6482323	130.0
OE000784.1	JAILWY010000007.1	11432060	11432131	128.0
OE000784.1	JAILWY010000007.1	1964111	1964199	124.0
OE000784.1	JAILWY010000009.1	6104791	6104877	128.0
OE000784.1	JAILWY010000009.1	13095194	13095267	121.0
OE000784.1	JAILWY010000009.1	6105044	6105115	117.0
OE000784.1	JAILWY010000018.1	21198470	21198541	117.0
OE000784.1	JAILWY010000008.1	1265159	1265230	117.0
OE000768.1	JAILWY010000024.1	8896198	8896268	82.4
OE000768.1	JAILWY010000024.1	3750342	3762309	80.5
OE000768.1	JAILWY010000024.1	4364471	8926616	75.0
OE000768.1	JAILWY010000024.1	4334285	4364274	65.8
OE000768.1	JAILWY010000019.1	1352547	1352611	82.4
OE000768.1	JAILWY010000014.1	7443749	7443843	82.4
OE000768.1	JAILWY010000005.1	114602	14122524	82.4
OE000768.1	JAILWY010000005.1	121346	121406	80.5
OE000768.1	JAILWY010000005.1	2162366	11893660	75.0
OE000768.1	JAILWY010000005.1	87384	87425	67.6
OE000768.1	JAILWY010000005.1	230023	230075	65.8
OE000768.1	JAILWY010000030.1	756331	756391	80.5
OE000768.1	JAILWY010000023.1	8980902	18391481	80.5
OE000768.1	JAILWY010000023.1	7056391	18411848	75.0
OE000768.1	JAILWY010000023.1	18362638	18421649	69.4
OE000768.1	JAILWY010000023.1	7241244	7241281	54.7
OE000768.1	JAILWY010000022.1	3636506	3636590	80.5
OE000768.1	JAILWY010000018.1	11169650	11169719	80.5
OE000768.1	JAILWY010000018.1	369214	369274	75.0
OE000768.1	JAILWY010000018.1	75970	76011	73.1
OE000768.1	JAILWY010000018.1	10148255	14141558	69.4
OE000768.1	JAILWY010000016.1	4415882	4415946	80.5
OE000768.1	JAILWY010000016.1	13769700	13769760	69.4
OE000768.1	JAILWY010000013.1	143741	403693	80.5
OE000768.1	JAILWY010000013.1	414113	414174	76.8
OE000768.1	JAILWY010000013.1	15461955	16927739	75.0
OE000768.1	JAILWY010000012.1	3991538	3991613	80.5
OE000768.1	JAILWY010000012.1	199748	797891	75.0
OE000768.1	JAILWY010000012.1	117202	117250	69.4
OE000768.1	JAILWY010000012.1	18391211	18391263	65.8
OE000768.1	JAILWY010000009.1	18898088	18898158	80.5
OE000768.1	JAILWY010000009.1	279333	18699960	75.0
OE000768.1	JAILWY010000009.1	9783907	9783979	69.4
OE000768.1	JAILWY010000003.1	3367766	3367835	80.5
OE000768.1	JAILWY010000003.1	7298821	13956964	75.0
OE000768.1	JAILWY010000001.1	765593	765677	80.5
OE000768.1	JAILWY010000001.1	2773877	16796704	75.0
OE000768.1	JAILWY010000025.1	8572530	8572589	78.7
OE000768.1	JAILWY010000031.1	21159	21219	75.0
OE000768.1	JAILWY010000029.1	18491	18566	75.0
OE000768.1	JAILWY010000029.1	2046004	2046065	69.4
OE000768.1	JAILWY010000027.1	8897308	8897383	75.0
OE000768.1	JAILWY010000027.1	109272	109313	73.1
OE000768.1	JAILWY010000027.1	266094	266154	69.4
OE000768.1	JAILWY010000026.1	7914040	13165008	75.0
OE000768.1	JAILWY010000021.1	12581258	12812670	75.0
OE000768.1	JAILWY010000020.1	1792874	2072333	75.0
OE000768.1	JAILWY010000015.1	5067486	9779642	75.0
OE000768.1	JAILWY010000011.1	793488	2431054	75.0
OE000768.1	JAILWY010000011.1	2630714	2630774	69.4
OE000768.1	JAILWY010000010.1	357277	12286497	75.0
OE000768.1	JAILWY010000010.1	5752702	5752752	73.1
OE000768.1	JAILWY010000010.1	241613	241668	71.3
OE000768.1	JAILWY010000010.1	15256889	15256964	69.4
OE000768.1	JAILWY010000008.1	1871022	9708425	75.0
OE000768.1	JAILWY010000007.1	3962805	3962880	75.0
OE000768.1	JAILWY010000007.1	7907	7967	69.4
OE000768.1	JAILWY010000006.1	5441436	10724772	75.0
OE000768.1	JAILWY010000006.1	11506238	11506279	73.1
OE000768.1	JAILWY010000006.1	11506294	11506343	71.3
OE000768.1	JAILWY010000004.1	9805275	11292659	75.0
OE000768.1	JAILWY010000004.1	6093601	6093642	73.1
OE000768.1	JAILWY010000002.1	12755283	12755343	75.0
OE000768.1	JAILWY010000017.1	625198	625284	73.1
OE000768.1	JAILWY010000017.1	2233890	2233950	69.4
OE000664.1	JAILWY010000022.1	5167177	5167874	752.0
OE000664.1	JAILWY010000019.1	6702670	6702785	100.0
OE000664.1	JAILWY010000015.1	3858842	3858964	99.0
OE000664.1	JAILWY010000014.1	10534018	10534139	97.1
OE000664.1	JAILWY010000025.1	3067115	3067235	95.3
OE000664.1	JAILWY010000003.1	11691471	11691622	93.5
OE000664.1	JAILWY010000001.1	3831261	3831450	93.5
OE000664.1	JAILWY010000007.1	2107554	2107611	86.1
OE000664.1	JAILWY010000004.1	9278541	9278662	86.1
OE000664.1	JAILWY010000002.1	10994885	10994942	80.5
OE000664.1	JAILWY010000002.1	7342279	7342337	76.8
OE000664.1	JAILWY010000002.1	828890	828929	63.9
OE000664.1	JAILWY010000005.1	14251407	14251467	69.4
OE000664.1	JAILWY010000005.1	2663547	2663592	63.9
OE000664.1	JAILWY010000005.1	1228897	1228940	60.2
OE000664.1	JAILWY010000026.1	17310267	17310312	63.9
OE000664.1	JAILWY010000013.1	2200552	2200597	63.9
OE000664.1	JAILWY010000011.1	4961601	4961646	63.9
OE000664.1	JAILWY010000011.1	5394156	5394199	60.2
OE000664.1	JAILWY010000016.1	6072655	6072699	62.1
OE000622.1	JAILWY010000002.1	10723478	10723506	54.7
OE000622.1	JAILWY010000015.1	6837365	6837392	52.8
OD565607.1	JAILWY010000023.1	1317000	1317076	126.0
OD565607.1	JAILWY010000023.1	11718223	11718298	124.0
OD565607.1	JAILWY010000006.1	865591	865673	124.0
OD565607.1	JAILWY010000018.1	1688929	1689030	122.0
OD565607.1	JAILWY010000018.1	1646887	1646970	121.0
OD565607.1	JAILWY010000018.1	1677392	1714564	119.0
OD565607.1	JAILWY010000018.1	1574340	1574411	117.0
OD565607.1	JAILWY010000005.1	12847887	12847972	121.0
OD565607.1	JAILWY010000016.1	12765191	12765265	117.0
OD565607.1	JAILWY010000014.1	15072974	15073001	52.8
OD565607.1	JAILWY010000009.1	13578325	13578352	52.8
OD565607.1	JAILWY010000007.1	10203934	10203961	52.8
OE000259.1	JAILWY010000006.1	10377732	10377807	80.5
OE000259.1	JAILWY010000006.1	5441428	11506277	69.4
OE000259.1	JAILWY010000006.1	7561413	7561486	65.8
OE000259.1	JAILWY010000019.1	1352546	1352605	78.7
OE000259.1	JAILWY010000028.1	2882497	2882566	75.0
OE000259.1	JAILWY010000013.1	403610	403691	75.0
OE000259.1	JAILWY010000013.1	15461947	15462028	69.4
OE000259.1	JAILWY010000013.1	143744	143803	67.6
OE000259.1	JAILWY010000013.1	414128	16927739	65.8
OE000259.1	JAILWY010000012.1	3991530	3991611	75.0
OE000259.1	JAILWY010000012.1	797808	797889	69.4
OE000259.1	JAILWY010000012.1	199722	18391286	63.9
OE000259.1	JAILWY010000012.1	117194	117263	60.2
OE000259.1	JAILWY010000024.1	8896199	8896260	71.3
OE000259.1	JAILWY010000024.1	4364461	8926639	69.4
OE000259.1	JAILWY010000024.1	3703025	3762307	67.6
OE000259.1	JAILWY010000024.1	4364199	4364274	63.9
OE000259.1	JAILWY010000024.1	4334285	4334325	60.2
OE000259.1	JAILWY010000020.1	1792863	1792957	71.3
OE000259.1	JAILWY010000010.1	241613	241671	71.3
OE000259.1	JAILWY010000010.1	357288	12286520	69.4
OE000259.1	JAILWY010000010.1	100133	100177	56.5
OE000259.1	JAILWY010000029.1	18483	18564	69.4
OE000259.1	JAILWY010000029.1	2046006	2046052	60.2
OE000259.1	JAILWY010000026.1	7914032	13165006	69.4
OE000259.1	JAILWY010000023.1	7056383	18411871	69.4
OE000259.1	JAILWY010000023.1	8980904	18391473	67.6
OE000259.1	JAILWY010000023.1	18421601	18421641	60.2
OE000259.1	JAILWY010000022.1	3636498	3636579	69.4
OE000259.1	JAILWY010000018.1	369216	369297	69.4
OE000259.1	JAILWY010000018.1	11169661	11169711	67.6
OE000259.1	JAILWY010000018.1	75972	10148350	63.9
OE000259.1	JAILWY010000015.1	5067478	5067559	69.4
OE000259.1	JAILWY010000015.1	9779581	9779638	63.9
OE000259.1	JAILWY010000014.1	7443741	7443822	69.4
OE000259.1	JAILWY010000011.1	793490	2431052	69.4
OE000259.1	JAILWY010000009.1	279325	18699958	69.4
OE000259.1	JAILWY010000009.1	18898090	18898150	67.6
OE000259.1	JAILWY010000009.1	6469454	6469527	65.8
OE000259.1	JAILWY010000008.1	1871014	9708423	69.4
OE000259.1	JAILWY010000007.1	3962797	3962878	69.4
OE000259.1	JAILWY010000007.1	7909	7990	63.9
OE000259.1	JAILWY010000005.1	2162358	5977652	69.4
OE000259.1	JAILWY010000005.1	114615	14122516	67.6
OE000259.1	JAILWY010000005.1	11893577	11893658	63.9
OE000259.1	JAILWY010000005.1	87388	87425	60.2
OE000259.1	JAILWY010000005.1	230023	230056	58.4
OE000259.1	JAILWY010000004.1	6093559	11292682	69.4
OE000259.1	JAILWY010000004.1	9894611	9894650	63.9
OE000259.1	JAILWY010000001.1	765585	16796727	69.4
OE000259.1	JAILWY010000001.1	4812642	4812681	63.9
OE000259.1	JAILWY010000025.1	8572529	8572588	67.6
OE000259.1	JAILWY010000016.1	4415885	4415944	67.6
OE000259.1	JAILWY010000016.1	13769677	13769771	60.2
OE000259.1	JAILWY010000027.1	8897308	8897381	65.8
OE000259.1	JAILWY010000027.1	109274	109313	63.9
OE000259.1	JAILWY010000027.1	9118577	9118608	54.7
OE000259.1	JAILWY010000021.1	12581250	12581333	65.8
OE000259.1	JAILWY010000021.1	12812614	12812662	63.9
OE000259.1	JAILWY010000003.1	7298821	7298894	65.8
OE000259.1	JAILWY010000003.1	3367777	3367816	63.9
OE000259.1	JAILWY010000003.1	13956865	13956949	58.4
OE000259.1	JAILWY010000031.1	21161	21200	63.9
OE000259.1	JAILWY010000002.1	12755296	12755341	63.9
OE000338.1	JAILWY010000004.1	7085389	7085475	121.0
OE000338.1	JAILWY010000004.1	9281925	9282008	110.0
OE000338.1	JAILWY010000007.1	4504572	4504674	119.0
OE000338.1	JAILWY010000016.1	8709192	8709276	117.0
OE000338.1	JAILWY010000009.1	3717326	3717435	117.0
OE000338.1	JAILWY010000006.1	11170419	11170503	117.0
OE000213.1	JAILWY010000015.1	7040310	7040340	58.4
OE000213.1	JAILWY010000014.1	7653904	7653934	58.4
OE000213.1	JAILWY010000018.1	7282660	7282690	52.8
OE000210.1	JAILWY010000016.1	3765474	3765554	145.0
OE000210.1	JAILWY010000016.1	3743010	3752221	143.0
OE000210.1	JAILWY010000016.1	3746104	3752453	141.0
OE000210.1	JAILWY010000016.1	3716183	3751173	139.0
OE000210.1	JAILWY010000016.1	3742792	3742865	137.0
OE000210.1	JAILWY010000016.1	3716177	3716266	135.0
OE000210.1	JAILWY010000016.1	3740956	3765551	134.0
OE000210.1	JAILWY010000016.1	3746105	8707567	132.0
OE000210.1	JAILWY010000016.1	3402508	3764548	130.0
OE000210.1	JAILWY010000016.1	3402507	8707567	128.0
OE000210.1	JAILWY010000016.1	3746105	4282107	126.0
OE000210.1	JAILWY010000016.1	3740955	3765558	124.0
OE000210.1	JAILWY010000016.1	3742793	8707567	122.0
OE000210.1	JAILWY010000016.1	3716175	3716266	121.0
OE000210.1	JAILWY010000016.1	3746094	3746184	111.0
OE000210.1	JAILWY010000016.1	3740955	3750758	110.0
OE000210.1	JAILWY010000016.1	3402508	8707565	108.0
OE000210.1	JAILWY010000016.1	4282022	4282092	104.0
OE000210.1	JAILWY010000014.1	10701423	10701508	137.0
OE000210.1	JAILWY010000014.1	10701422	10701504	135.0
OE000210.1	JAILWY010000014.1	10701422	10701503	111.0
OE000210.1	JAILWY010000003.1	8935601	8949871	137.0
OE000210.1	JAILWY010000003.1	8950316	8950401	135.0
OE000210.1	JAILWY010000003.1	8935608	8950398	134.0
OE000210.1	JAILWY010000003.1	8949785	8949868	130.0
OE000210.1	JAILWY010000003.1	8950318	8950394	110.0
OE000210.1	JAILWY010000003.1	8935608	8949854	108.0
OE000210.1	JAILWY010000021.1	7434630	7434722	135.0
OE000210.1	JAILWY010000021.1	7434637	7434723	134.0
OE000210.1	JAILWY010000021.1	7434643	7434719	110.0
OE000210.1	JAILWY010000023.1	72381	72453	130.0
OE000210.1	JAILWY010000023.1	72381	72452	128.0
OE000210.1	JAILWY010000023.1	72380	72453	126.0
OE000210.1	JAILWY010000023.1	72380	72453	110.0
OE000210.1	JAILWY010000012.1	11043231	11043303	130.0
OE000210.1	JAILWY010000012.1	11043230	11043313	128.0
OE000210.1	JAILWY010000012.1	11043231	11043311	110.0
OE000210.1	JAILWY010000005.1	9261150	9261237	130.0
OE000210.1	JAILWY010000005.1	9261145	9261233	108.0
OE000210.1	JAILWY010000009.1	13116472	13116555	117.0
OE000210.1	JAILWY010000009.1	13116473	13116551	108.0
OE000210.1	JAILWY010000009.1	13116480	13116536	89.8
OE000210.1	JAILWY010000001.1	4620520	4620548	54.7
OE000210.1	JAILWY010000029.1	1806516	1806543	52.8
OE000086.1	JAILWY010000023.1	12404614	12404841	241.0
OE000086.1	JAILWY010000023.1	12025663	12025878	217.0
OE000086.1	JAILWY010000023.1	181905	17814177	52.8
OE000086.1	JAILWY010000029.1	3301355	3301386	54.7
OE000086.1	JAILWY010000029.1	2668510	4386042	52.8
OE000086.1	JAILWY010000013.1	74300	74331	54.7
OE000086.1	JAILWY010000013.1	2213258	2213285	52.8
OE000086.1	JAILWY010000005.1	14543732	14543763	54.7
OE000086.1	JAILWY010000005.1	88140	11183300	52.8
OE000086.1	JAILWY010000028.1	4608229	6606109	52.8
OE000086.1	JAILWY010000027.1	2354978	2355005	52.8
OE000086.1	JAILWY010000026.1	666173	16173905	52.8
OE000086.1	JAILWY010000025.1	43716	43743	52.8
OE000086.1	JAILWY010000024.1	906823	906850	52.8
OE000086.1	JAILWY010000022.1	183105	4729318	52.8
OE000086.1	JAILWY010000021.1	4709111	4709138	52.8
OE000086.1	JAILWY010000020.1	5164663	6337933	52.8
OE000086.1	JAILWY010000019.1	6334278	6334305	52.8
OE000086.1	JAILWY010000018.1	29051	13032674	52.8
OE000086.1	JAILWY010000017.1	2457838	2481059	52.8
OE000086.1	JAILWY010000016.1	102102	8753353	52.8
OE000086.1	JAILWY010000015.1	2884135	9880045	52.8
OE000086.1	JAILWY010000014.1	294418	15131610	52.8
OE000086.1	JAILWY010000012.1	1868410	18485519	52.8
OE000086.1	JAILWY010000011.1	5812430	7613073	52.8
OE000086.1	JAILWY010000009.1	4282483	19016156	52.8
OE000086.1	JAILWY010000008.1	3771463	7798666	52.8
OE000086.1	JAILWY010000007.1	4926893	11051383	52.8
OE000086.1	JAILWY010000006.1	95296	95323	52.8
OE000086.1	JAILWY010000004.1	3341503	9891855	52.8
OE000086.1	JAILWY010000003.1	181986	13956210	52.8
OE000086.1	JAILWY010000002.1	2224252	12745242	52.8
OE000086.1	JAILWY010000001.1	15539633	15588355	52.8
OD565348.1	JAILWY010000018.1	1732530	1732737	163.0
OD565348.1	JAILWY010000006.1	4423056	4423206	119.0
OD564751.1	JAILWY010000008.1	613223	613250	52.8
OD568464.1	JAILWY010000033.1	12158	12213	76.8
OD566137.1	JAILWY010000026.1	2214914	2214997	100.0
OD566137.1	JAILWY010000026.1	7914040	13165008	75.0
OD566137.1	JAILWY010000015.1	9911900	9911983	95.3
OD566137.1	JAILWY010000015.1	5067486	5067561	75.0
OD566137.1	JAILWY010000015.1	9779581	9779649	71.3
OD566137.1	JAILWY010000004.1	3689106	3689189	95.3
OD566137.1	JAILWY010000004.1	9330890	9330934	78.7
OD566137.1	JAILWY010000004.1	9805284	11292674	75.0
OD566137.1	JAILWY010000004.1	6093601	9894650	73.1
OD566137.1	JAILWY010000001.1	129958	130042	91.6
OD566137.1	JAILWY010000001.1	2773867	2773952	82.4
OD566137.1	JAILWY010000001.1	765593	16796719	75.0
OD566137.1	JAILWY010000001.1	4812640	4812681	73.1
OD566137.1	JAILWY010000019.1	1352546	1352611	89.8
OD566137.1	JAILWY010000011.1	6664356	6664430	89.8
OD566137.1	JAILWY010000011.1	793488	2431054	75.0
OD566137.1	JAILWY010000008.1	5112569	5112634	89.8
OD566137.1	JAILWY010000008.1	1871022	9708432	75.0
OD566137.1	JAILWY010000022.1	446939	447015	87.9
OD566137.1	JAILWY010000022.1	3636506	3636581	75.0
OD566137.1	JAILWY010000022.1	4988347	4988374	52.8
OD566137.1	JAILWY010000013.1	403618	403702	86.1
OD566137.1	JAILWY010000013.1	414114	414174	82.4
OD566137.1	JAILWY010000013.1	1449352	1449431	80.5
OD566137.1	JAILWY010000013.1	143743	143805	78.7
OD566137.1	JAILWY010000013.1	15461955	16927739	75.0
OD566137.1	JAILWY010000006.1	10377741	10377807	86.1
OD566137.1	JAILWY010000006.1	10724697	10724787	76.8
OD566137.1	JAILWY010000006.1	5441436	7561486	75.0
OD566137.1	JAILWY010000006.1	11506238	11506279	73.1
OD566137.1	JAILWY010000014.1	11369758	11369810	82.4
OD566137.1	JAILWY010000014.1	7443749	7443824	75.0
OD566137.1	JAILWY010000029.1	18491	18578	80.5
OD566137.1	JAILWY010000029.1	2046004	2046052	69.4
OD566137.1	JAILWY010000024.1	3750342	8926631	80.5
OD566137.1	JAILWY010000024.1	8896204	8896260	78.7
OD566137.1	JAILWY010000024.1	4364471	8252283	75.0
OD566137.1	JAILWY010000024.1	3703033	3703120	69.4
OD566137.1	JAILWY010000024.1	4364207	4364277	65.8
OD566137.1	JAILWY010000024.1	4334280	4334325	63.9
OD566137.1	JAILWY010000012.1	797816	3991613	80.5
OD566137.1	JAILWY010000012.1	199767	199808	73.1
OD566137.1	JAILWY010000012.1	117202	117250	69.4
OD566137.1	JAILWY010000012.1	18391210	18391278	62.1
OD566137.1	JAILWY010000031.1	21150	21200	78.7
OD566137.1	JAILWY010000016.1	4415884	4415946	78.7
OD566137.1	JAILWY010000016.1	13769719	13769760	67.6
OD566137.1	JAILWY010000023.1	8980910	18391473	76.8
OD566137.1	JAILWY010000023.1	7056391	18421658	75.0
OD566137.1	JAILWY010000018.1	11169659	11169711	76.8
OD566137.1	JAILWY010000018.1	369205	369289	75.0
OD566137.1	JAILWY010000018.1	75970	76011	73.1
OD566137.1	JAILWY010000018.1	10148252	10148342	69.4
OD566137.1	JAILWY010000010.1	357276	357361	76.8
OD566137.1	JAILWY010000010.1	12286437	12286512	75.0
OD566137.1	JAILWY010000010.1	5752711	5752752	73.1
OD566137.1	JAILWY010000010.1	241601	241651	67.6
OD566137.1	JAILWY010000010.1	100125	100177	60.2
OD566137.1	JAILWY010000009.1	18898098	18898150	76.8
OD566137.1	JAILWY010000009.1	279333	18699960	75.0
OD566137.1	JAILWY010000005.1	114613	14122516	76.8
OD566137.1	JAILWY010000005.1	2162366	5977654	75.0
OD566137.1	JAILWY010000005.1	11893619	11893675	73.1
OD566137.1	JAILWY010000005.1	87384	87425	67.6
OD566137.1	JAILWY010000005.1	230021	230056	62.1
OD566137.1	JAILWY010000003.1	7298821	7298909	76.8
OD566137.1	JAILWY010000003.1	3367775	3367816	73.1
OD566137.1	JAILWY010000003.1	13956910	13956951	67.6
OD566137.1	JAILWY010000027.1	8897308	8897383	75.0
OD566137.1	JAILWY010000027.1	109272	109313	73.1
OD566137.1	JAILWY010000025.1	8572529	8572589	75.0
OD566137.1	JAILWY010000021.1	12581258	12581333	75.0
OD566137.1	JAILWY010000021.1	12812610	12812662	71.3
OD566137.1	JAILWY010000020.1	1792874	1792949	75.0
OD566137.1	JAILWY010000007.1	3962805	3962880	75.0
OD566137.1	JAILWY010000007.1	7900	7982	69.4
OD566137.1	JAILWY010000002.1	12755296	12755343	73.1
OD566055.1	JAILWY010000007.1	2464186	2464429	278.0
OD566055.1	JAILWY010000007.1	2466366	2466655	174.0
OD566055.1	JAILWY010000001.1	3405360	3405591	257.0
OD566055.1	JAILWY010000014.1	1600737	1600779	75.0
OD566055.1	JAILWY010000013.1	6527944	6527992	58.4
OD564730.1	JAILWY010000027.1	13934253	13934281	54.7
OD564694.1	JAILWY010000010.1	4011167	4011319	171.0
OD565234.1	JAILWY010000014.1	10987281	10987435	169.0
OD565234.1	JAILWY010000002.1	5052778	5052932	169.0
OD565234.1	JAILWY010000023.1	12458919	12459073	163.0
OD565234.1	JAILWY010000011.1	1316282	1316436	163.0
OD565234.1	JAILWY010000003.1	1115901	1116055	158.0
OD565234.1	JAILWY010000027.1	6492451	6492479	54.7
OD565189.1	JAILWY010000024.1	3415428	3415458	58.4
OD565189.1	JAILWY010000006.1	8598142	8598186	56.5
OD565189.1	JAILWY010000023.1	1455337	15116583	54.7
OD565189.1	JAILWY010000022.1	1327115	1327149	54.7
OD565189.1	JAILWY010000015.1	1699447	1699475	54.7
OD565189.1	JAILWY010000027.1	10896631	10896661	52.8
OD565156.1	JAILWY010000015.1	4250066	4250093	52.8
OD564954.1	JAILWY010000014.1	11774041	11774068	52.8
OD564949.1	JAILWY010000001.1	13602443	13602473	58.4
OD564949.1	JAILWY010000021.1	6025990	6026021	54.7
OD564888.1	JAILWY010000009.1	13116473	13116573	143.0
OD564888.1	JAILWY010000016.1	3765450	3765551	132.0
OD564888.1	JAILWY010000016.1	3746105	3746184	119.0
OD564888.1	JAILWY010000016.1	3743007	3751182	115.0
OD564888.1	JAILWY010000016.1	3740956	3752452	113.0
OD564888.1	JAILWY010000016.1	3750682	3750756	111.0
OD564888.1	JAILWY010000016.1	4282023	8707567	106.0
OD564888.1	JAILWY010000016.1	3764443	3764552	104.0
OD564888.1	JAILWY010000016.1	3402508	3402580	102.0
OD564888.1	JAILWY010000003.1	8950316	8950397	108.0
OD564888.1	JAILWY010000003.1	8949785	8949884	104.0
OD564888.1	JAILWY010000003.1	8935608	8935680	102.0
OD564888.1	JAILWY010000023.1	72381	72452	106.0
OD564888.1	JAILWY010000014.1	10701423	10701510	106.0
OD564888.1	JAILWY010000005.1	9261128	9261236	104.0
OD564888.1	JAILWY010000021.1	7434637	7434722	102.0
OD564888.1	JAILWY010000012.1	11043231	11043303	102.0
OD564888.1	JAILWY010000025.1	7174057	7174085	54.7
OD564888.1	JAILWY010000020.1	6490139	6490169	52.8
OD564888.1	JAILWY010000002.1	1407	1434	52.8
OD564875.1	JAILWY010000026.1	9178225	9178432	174.0
OD564875.1	JAILWY010000012.1	11909974	11910001	52.8
OD564624.1	JAILWY010000014.1	2884802	2884863	65.8
OD564500.1	JAILWY010000019.1	4374376	4374481	124.0
OD564485.1	JAILWY010000001.1	1744951	1744978	52.8
OD564546.1	JAILWY010000009.1	18486091	18486120	56.5
OD564546.1	JAILWY010000016.1	12764092	12764119	52.8
OD564442.1	JAILWY010000008.1	7070423	7070501	141.0
OD564442.1	JAILWY010000028.1	893557	893630	137.0
OD564442.1	JAILWY010000023.1	16239166	16239262	137.0
OD564442.1	JAILWY010000012.1	7210120	7210191	134.0
OD564442.1	JAILWY010000001.1	9197742	9197814	119.0
OD564434.1	JAILWY010000009.1	5303298	5303325	52.8
OD564390.1	JAILWY010000029.1	2488851	2488892	73.1
OD564390.1	JAILWY010000005.1	10675951	10675992	67.6
OD564390.1	JAILWY010000005.1	10798399	10798454	54.7
OD564307.1	JAILWY010000026.1	15742523	15742791	191.0
OD564307.1	JAILWY010000010.1	4011165	4011319	141.0
OD564307.1	JAILWY010000022.1	446930	447015	91.6
OD564307.1	JAILWY010000019.1	1352546	1352613	87.9
OD564307.1	JAILWY010000001.1	129963	130042	82.4
OD564307.1	JAILWY010000006.1	10377741	10377807	80.5
OD564307.1	JAILWY010000024.1	3703033	3703118	76.8
OD564307.1	JAILWY010000017.1	2233890	2233951	71.3
OD564307.1	JAILWY010000018.1	7329485	7329556	67.6
OD008354.1	JAILWY010000027.1	6978336	6978364	54.7
